country_name,country_code,year,health_expenditure_pct_gdp,health_expenditure_percap_usd,gdp_growth_pct_annual,gdp_percap_usd,military_expenditure_pct_gdp,military_expenditure_usd,pop_age_above_65_pct_total_pop,total_pop,gov_revenue_gdp_pct,urban_pop_pct_total_pop
Gabon,GAB,2022,2.85591531,247.0962219,3.037614495,8409.207415,1.317560189,277674769,4.011338901,2430747,.,90.735
"Gambia, The",GMB,2022,3.41435836,28.89956109,5.492998255,836.2448756,0.693939999,15205180.55,2.889792033,2636470,.,63.852
Georgia,GEO,2022,7.25569582,477.7095642,10.95853214,6729.846599,1.465733101,360344170.7,15.0869213,3712502,26.48915729,60.297
Germany,DEU,2022,12.60513115,6182.34375,1.369731046,49686.11546,1.377138421,56153121240,22.45890638,83797985,28.75716074,77.648
Ghana,GHA,2022,3.6993649,82.32108307,3.80484981,2229.891226,0.337946356,229278866.2,3.56150287,33149152,15.55055069,58.615
Gibraltar,GIB,2022,.,.,.,.,.,.,17.33737487,37609,.,100
Greece,GRC,2022,8.49983692,1768.110718,5.743649025,20971.83493,4.024239729,8745382719,23.22817427,10436882,45.0580295,80.357
Greenland,GRL,2022,.,.,2.004555809,55635.00065,.,.,9.578410623,56661,.,87.727
Grenada,GRD,2022,4.94846392,521.2373047,7.320740616,10535.45888,.,.,11.5213877,116913,.,36.868
Guam,GUM,2022,.,.,5.099864262,41833.15171,.,.,11.64123986,165180,.,95.091
Guatemala,GTM,2022,7.44098806,396.0799866,4.184518087,5358.701275,0.464713796,441379595.1,4.629892396,17847877,12.8936862,52.666
Guinea,GIN,2022,3.95847702,55.03785324,3.972407842,1416.59612,2.168447018,441260169.7,3.431040907,14055137,.,37.668
Guinea-Bissau,GNB,2022,8.11358356,66.05480957,5.58513728,873.4378619,1.621905784,24538678.14,3.090292273,2105529,10.80876427,45.041
Guyana,GUY,2022,3.00636959,531.6278687,63.33463437,17913.49281,0.601394233,88198241.21,6.222455902,821637,.,27.022
Haiti,HTI,2022,3.20848918,52.29947662,-1.681983969,1760.626357,0.068740858,12704528.3,4.540719667,11503606,.,58.82
Honduras,HND,2022,8.28209972,251.0440521,4.14356194,3003.289968,1.452109587,458310362.1,4.166650739,10463872,.,59.6
"Hong Kong SAR, China",HKG,2022,.,.,-3.683751417,48825.84419,.,.,20.68442381,7346100,.,100
Hungary,HUN,2022,6.68981791,1224.433838,4.270347552,18483.63669,1.835657226,3256817191,20.60755931,9605074,37.83025113,72.552
Iceland,ISL,2022,9.28593922,6851.629395,8.978970852,75121.01523,.,0,15.11099485,382003,31.16863157,93.992
India,IND,2022,3.3058846,79.51509857,7.609364978,2347.448294,2.363926577,79976789328,6.698999754,1425423212,9.110117844,35.872
Indonesia,IDN,2022,2.69394851,127.4438477,5.307197227,4730.834848,0.767998661,10133923494,6.82466626,278830529,.,57.934
"Iran, Islamic Rep.",IRN,2022,5.34889174,237.82547,3.776631402,4405.092915,2.111552074,7334035773,7.629000262,89524246,.,76.807
Iraq,IRQ,2022,4.29332495,254.6243286,7.95904805,6520.731546,1.805718934,4683139093,3.39760558,44070551,.,71.354
Ireland,IRL,2022,6.11978531,6448.021973,8.619503456,105234.5116,0.218652665,1164312099,15.16194031,5212836,21.56109681,64.183
Isle of Man,IMN,2022,.,.,-4.165393452,88328.54813,.,.,22.30067038,84132,.,53.271
Israel,ISR,2022,7.34161806,4223.872559,6.263263438,54949.62156,4.455739969,23406074573,12.30303661,9557500,33.2427811,92.763
Italy,ITA,2022,9.02753067,3134.680664,4.821176699,35653.90421,1.694557522,34691881158,23.92918969,59013667,39.60766991,71.657
Jamaica,JAM,2022,7.77706337,468.3467102,5.221519852,6022.153398,1.289999447,220530651.1,7.537113299,2839144,.,57.008
Japan,JPN,2022,11.42183685,3889.357178,0.941998775,34065.6439,1.10588643,46880194665,29.40264731,125124989,.,91.955
Jordan,JOR,2022,6.82820034,295.1387634,2.647435149,4332.251599,4.896258774,2323347887,4.14208054,11256263,23.45773305,91.827
Kazakhstan,KAZ,2022,3.74026752,420.9798279,3.2,11255.33964,0.51743585,1163053994,7.985416636,20034609,16.88776058,57.99
Kenya,KEN,2022,4.32603645,90.43982697,4.859981043,2109.562885,1.0102052,1155179523,2.863919877,54252461,17.88260949,29.002
Kiribati,KIR,2022,10.49855042,217.6827698,4.566325931,2069.767201,.,.,4.015528653,130469,66.12739309,57.058
"Korea, Dem. People's Rep.",PRK,2022,.,.,.,.,.,.,11.59305317,26328845,.,62.916
"Korea, Rep.",KOR,2022,9.43414211,3049.671631,2.612672192,32394.68337,2.769507949,46365420707,17.48464634,51672569,32.00416444,81.427
Kosovo,XKX,2022,.,.,4.278498958,5290.947472,1.144841694,107601580.2,9.239201931,1768096,.,.
Kuwait,KWT,2022,4.26875782,1700.31958,6.758667047,39981.7691,4.727843723,8244121401,2.746578312,4589643,.,100
Kyrgyz Republic,KGZ,2022,4.92258883,85.87857056,8.9675052,1739.720183,3.053051955,352132809.8,5.19936059,6975220,29.87914901,37.461
Lao PDR,LAO,2022,2.01825476,41.34779739,2.707426526,2046.404403,.,.,4.417107669,7559007,13.91398853,37.592
Latvia,LVA,2022,7.62168407,1642.471313,1.80677198,20227.23074,2.094158528,856142771.8,21.01176303,1879383,30.9295056,68.54
Lebanon,LBN,2022,5.73500204,392.3832703,-0.621678971,3654.358455,2.918488863,218747732,9.513466691,5744489,.,89.262
Lesotho,LSO,2022,12.65127754,133.7017059,2.387780202,1030.125796,1.516438947,34668499.9,3.792970637,2286110,35.96008224,29.943
Liberia,LBR,2022,13.47386169,99.65045929,4.808105173,744.6171752,2.488535049,36775000,3.252539318,5373294,.,53.065
Libya,LBY,2022,4.65005827,278.3821106,-8.251630041,5986.636949,.,.,4.74866118,7223805,.,81.302
Liechtenstein,LIE,2022,.,.,.,186821.8818,.,.,19.62637027,39493,.,14.538
Lithuania,LTU,2022,7.24335003,1829.663208,2.53752574,25085.78406,2.446621591,1734372765,19.86075569,2831639,33.13386148,68.465
Luxembourg,LUX,2022,5.55154753,7022.626953,-1.095053512,123719.6589,0.625326007,509908748.2,14.84243758,653103,41.95522434,91.881
"Macao SAR, China",MAC,2022,.,.,-19.60934493,36909.95641,.,.,12.74205605,677300,20.53894908,100
Madagascar,MDG,2022,3.25023246,16.32154655,4.156097784,503.5145335,0.665916151,98149169.22,3.26762489,30437261,10.19200367,39.882
Malawi,MWI,2022,6.50023508,39.65991211,0.921115069,604.2697512,0.969701635,117546956.7,2.613219447,20568728,14.13618468,17.98
Malaysia,MYS,2022,3.90591931,458.219635,8.861821876,11748.09193,0.902025405,3673788248,7.185639357,34695493,16.40867927,78.214
Maldives,MDV,2022,9.65276241,1150.685547,13.82608953,11786.00915,.,.,4.081613184,524106,.,41.536
Mali,MLI,2022,3.67284775,29.74292755,3.50828279,969.7222056,3.139660432,582017552.5,2.426209138,23072640,.,45.437
Malta,MLT,2022,9.52376747,3352.774902,4.26931853,36224.282,0.432529412,78303406.9,19.28437008,531113,31.97373828,94.875
Marshall Islands,MHL,2022,11.73604298,758.4487305,-1.118067979,6322.828555,.,.,4.112084238,40077,.,78.52
Mauritania,MRT,2022,4.48389912,90.41540527,6.796005102,1960.352401,2.279052259,225352135.5,3.208503503,4875637,.,56.923
Mauritius,MUS,2022,5.82381678,590.93573,8.693066753,10223.78823,0.13880042,17884595.97,12.39576391,1262523,23.89372075,40.81
Mexico,MEX,2022,5.72145176,650.9707031,3.710988931,11402.14104,0.686105133,10065268403,7.74526984,128613117,19.27733523,81.3
"Micronesia, Fed. Sts.",FSM,2022,10.34470272,396.7605896,-2.905865806,3710.124485,.,.,5.519406673,112114,.,23.217
Moldova,MDA,2022,6.96505404,398.1491089,-4.6,5744.296184,0.328875032,47749815.11,15.11700142,2528654,29.31391592,43.173
Monaco,MCO,2022,3.39779735,7655.94043,11.04693943,226052.0019,.,.,37.0612486,38931,.,100
Mongolia,MNG,2022,8.85170174,448.2421265,5.032709637,4993.514875,0.513936273,107504097.6,4.616341038,3433748,.,68.93
Montenegro,MNE,2022,10.92241859,1107.064453,6.406680329,9990.204446,1.607464952,98011519.01,17.1459251,623591,.,68.164
Morocco,MAR,2022,5.68049145,199.2141266,1.52720358,3455.39624,3.814559624,4995028074,7.509813265,37329064,26.88795049,64.596
Mozambique,MOZ,2022,8.77717781,49.4729538,4.364450744,578.2516638,1.499828313,281867460.4,2.773098904,32656246,24.56968425,38.187
Myanmar,MMR,2022,5.20476246,57.96875763,4.037493436,1158.05005,4.085574549,2489905987,6.877161326,53756787,.,31.771
Namibia,NAM,2022,9.29635525,405.5939331,5.398724762,4349.799085,2.917236139,367597430.7,3.523214216,2889662,31.28974574,53.956
Nauru,NRU,2022,18.17031097,2264.202393,2.951518346,12896.4341,.,.,2.431997288,11801,.,100
Nepal,NPL,2022,6.65589333,88.26616669,5.631314557,1385.910663,1.11017534,417495219.4,6.1975197,29715436,.,21.451
Netherlands,NLD,2022,10.10068321,5796.034668,5.007234552,59123.31856,1.352189612,13632443394,19.90128304,17700982,39.16725363,92.886
New Caledonia,NCL,2022,.,.,3.499999996,33516.36309,.,.,10.79310957,287123,.,72.325
New Zealand,NZL,2022,10.02858067,4804.37793,3.496386865,48760.03819,1.171827536,2829085839,16.44638864,5117100,33.23628993,86.884
Nicaragua,NIC,2022,8.95364857,208.4754486,3.550299456,2322.89054,0.537113968,84214047.86,5.239364944,6730654,21.50539049,59.556
Niger,NER,2022,4.35259724,26.50681686,11.9,609.7451477,1.664378422,242507046.3,2.550725698,25311973,.,16.894
Nigeria,NGA,2022,4.27090406,90.92185211,3.251681408,2139.374785,0.650166692,3109384939,3.00794222,223150896,.,53.521
North Macedonia,MKD,2022,7.6204114,561.6928101,2.758884153,7606.237525,1.622927657,220214187.4,17.0476782,1831712,28.97690651,59.118
Northern Mariana Islands,MNP,2022,.,.,16.64275466,23785.75459,.,.,7.780285603,46078,.,91.983
Norway,NOR,2022,7.94803333,8692.576172,3.246228603,109269.5206,1.500521302,8697821939,18.3301335,5457127,56.28962978,83.664
Oman,OMN,2022,2.9162159,706.9222412,7.985707284,23223.58294,5.043802558,5783485046,2.657547441,4730226,.,87.75
Pakistan,PAK,2022,2.90434051,38.76602173,4.778106869,1538.322813,3.162974521,10358138590,4.111677093,243700667,.,37.731
Palau,PLW,2022,14.28555965,1978.85437,-1.318427167,14392.20114,.,.,10.37783659,17759,.,81.956
Panama,PAN,2022,8.46561432,1472.046387,10.76966587,17332.43607,.,0,8.766300829,4400773,.,69.141
Papua New Guinea,PNG,2022,2.61825109,81.11356354,5.707584042,3102.289686,0.312718966,97487775.75,3.247020448,10203169,15.32038422,13.582
Paraguay,PRY,2022,7.73804235,480.1939697,0.176038366,6205.625954,0.831483479,365688252.6,6.230911074,6760464,17.39573865,62.818
Peru,PER,2022,6.0930872,445.8575745,2.809033553,7350.630343,1.153179052,2799190985,8.81067934,33475438,.,78.708
Philippines,PHL,2022,5.15676308,182.9342957,7.580982128,3548.069306,1.316526153,5321933198,5.041315183,113964338,16.08274268,47.977
Poland,POL,2022,6.39626455,1193.130615,5.255456974,18891.21353,2.22856109,15341313423,19.0192157,36821749,33.80918135,60.134
Portugal,PRT,2022,10.46883011,2580.756348,6.985841781,24620.51956,1.399269065,3566560368,23.68800352,10434332,38.08313269,67.381
Puerto Rico (US),PRI,2022,.,.,2.957095655,35353.68216,.,.,23.81498,3220137,.,93.61
Qatar,QAT,2022,2.18112326,1781.560303,4.18500971,88701.46335,6.962166119,15412087912,1.391102022,2657333,.,99.318
Romania,ROU,2022,5.7490139,902.2677002,3.965307663,15557.88262,1.724874287,5187965337,19.51524702,19048502,31.61118428,54.489
Russian Federation,RUS,2022,6.91986275,1078.234863,-1.435882139,15619.61426,4.690034831,1.02367E+11,16.07553629,144236933,27.00350178,75.126
Rwanda,RWA,2022,7.8792119,76.83828735,8.161207209,975.469324,1.333854622,176431664.6,3.721448125,13651030,19.70666636,17.721
Samoa,WSM,2022,6.3012085,236.2266083,-5.3062909,3869.466395,.,.,5.556291098,215261,33.17960045,17.616
San Marino,SMR,2022,7.40650225,3874.985352,7.898441458,54264.5705,.,.,21.02376063,33755,44.41158459,97.732
Sao Tome and Principe,STP,2022,7.46419811,180.3336792,0.168698492,2389.737298,.,.,3.848567199,226305,.,75.755
Saudi Arabia,SAU,2022,4.62462378,1593.37146,12.00058748,38510.22762,6.397422153,70920000000,2.702494175,32175224,27.29269321,84.729
Senegal,SEN,2022,4.06358385,63.73388672,3.850431937,1574.028106,1.538105621,421013743.8,3.563392044,17651103,22.14958678,49.086
Serbia,SRB,2022,9.65742779,903.1182861,2.630986444,10022.96885,2.711341294,1723486852,22.07767434,6664449,38.65712647,56.873
Seychelles,SYC,2022,4.2375164,694.7508545,12.71046889,16836.67219,1.332924074,25165004.11,8.147543269,119878,.,58.396
Sierra Leone,SLE,2022,7.94752312,39.31665802,5.313554614,860.7745909,0.685622766,28000961.13,3.175379296,8276807,.,43.831
Singapore,SGP,2022,4.89702511,4320.516113,4.108000219,90299.06946,2.577718633,12034037244,12.6908966,5637022,15.88455157,100
Sint Maarten (Dutch part),SXM,2022,.,.,9.800001111,36476.63008,.,.,12.97625687,42139,.,100
Slovak Republic,SVK,2022,7.73064041,1642.39209,0.437359509,21334.6011,1.808560967,2085664762,17.5706372,5431752,.,53.909
Slovenia,SVN,2022,9.60507679,2737.849365,2.699238745,28373.83823,1.292127759,775156293.4,20.88127143,2112076,42.32417077,55.751
Solomon Islands,SLB,2022,4.82369328,96.73880768,2.402481436,2005.413993,.,.,3.62869463,781066,23.05984211,25.584
"Somalia, Fed. Rep.",SOM,2022,2.62183189,15.34639168,2.727114296,573.1280925,.,113717700,2.541813381,17801897,9.59468E-05,47.324
South Africa,ZAF,2022,8.77086639,569.8407593,1.91147996,6523.410978,0.767817564,3110121447,6.361626563,62378410,30.27315128,68.335
South Sudan,SSD,2022,6.76125622,49.41268158,.,.,4.150276992,520445647.2,2.835790459,11021177,.,20.846
Spain,ESP,2022,9.73828793,2910.837646,6.1793122,30270.2687,1.43399657,20306570633,20.18799925,47786102,29.79130464,81.304
Sri Lanka,LKA,2022,4.36269855,145.5581055,-7.349193013,3342.636503,1.343389427,1002002151,11.38243479,22181000,8.224954097,19.026
St. Kitts and Nevis,KNA,2022,5.56801701,1160.264282,10.34240405,20985.01122,.,.,10.23560518,46709,.,30.991
St. Lucia,LCA,2022,5.01938295,644.8027954,20.38844318,13103.82431,.,.,9.003193852,178781,.,19.05
St. Martin (French part),MAF,2022,.,.,.,.,.,.,16.34540448,28870,.,.
St. Vincent and the Grenadines,VCT,2022,4.68767738,434.8693848,3.110833003,9693.558678,.,.,11.24345883,102046,.,53.875
Sudan,SDN,2022,4.61874437,31.57727051,-0.957816591,1046.240845,.,.,3.125011042,49383346,.,35.956
Suriname,SUR,2022,5.91760969,343.8530273,2.406222356,6084.438767,.,.,7.355607834,623164,.,66.307
Sweden,SWE,2022,10.49857044,5943.361328,1.4592885,55296.93715,1.306042769,7722479441,20.34190182,10486941,33.28925421,88.492
Switzerland,CHE,2022,11.70653343,10963.43066,3.04406103,94394.51068,0.690463765,5652315106,19.21866495,8777088,17.1819545,74.092
Syrian Arab Republic,SYR,2022,4.15098715,34.36484528,0.732781302,1051.671496,.,.,4.666563308,22462173,.,56.769
Tajikistan,TJK,2022,7.62917423,78.61326599,8.000000338,1052.179495,2.002598683,203942083.3,3.472876549,10182222,17.06989499,27.968
Tanzania,TZA,2022,3.1119566,35.64775848,4.566005764,1207.853027,1.136898427,832234478.7,3.03504981,64711821,13.9969905,36.682
Thailand,THA,2022,5.35470581,369.976471,2.580378747,6909.352818,1.244545775,6030950057,14.09678417,71735329,18.97684212,52.889
Timor-Leste,TLS,2022,14.32454681,174.9121552,-20.54158475,2343.245234,1.107085196,44311000,5.405261319,1369295,51.46761859,32.074
Togo,TGO,2022,6.04134083,54.01099014,5.759542515,898.7581544,5.441922623,336608323.3,3.115414156,9089738,15.05386421,43.921
Tonga,TON,2022,8.13607597,378.3054199,-2.309864445,4933.074669,.,.,6.50073304,105042,23.97091999,23.125
Trinidad and Tobago,TTO,2022,6.43106365,1292.018066,1.08222234,20874.37683,0.742178729,217163250.6,11.35811605,1365805,.,53.34
Tunisia,TUN,2022,6.96380186,265.8546448,2.673318218,3708.848124,2.47336373,1156186916,8.83897617,12119334,.,70.214
Turkiye,TUR,2022,3.70338893,385.8799744,5.533427875,10674.50416,1.189191679,10779896285,9.719520406,84979913,25.75864358,77.022
Turkmenistan,TKM,2022,5.37103748,579.154541,6.199999936,8156.35212,.,.,4.044677646,7230193,.,53.494
Turks and Caicos Islands,TCA,2022,.,.,14.08712342,31280.5418,.,.,10.60581275,45847,.,94.047
Tuvalu,TUV,2022,18.38210106,1084.669556,0.677309361,5911.327271,.,.,5.884707766,9992,.,65.527
Uganda,UGA,2022,4.39089251,44.14502716,4.588021922,963.0673142,2.036841891,924755885.7,2.115204982,47312719,13.77859409,26.159
Ukraine,UKR,2022,.,.,-28.75858422,4199.670898,25.87994357,41183927473,17.85693874,41048766,29.28108646,69.919
United Arab Emirates,ARE,2022,4.67550945,2314.745117,7.509697035,49899.0653,.,.,1.639739129,10074977,3.268165491,87.543
United Kingdom,GBR,2022,11.05087757,5035.617188,4.839085179,46062.99141,2.073925588,64081634277,18.93031472,67604000,36.68091867,84.398
United States,USA,2022,16.49613953,12434.43359,2.51237532,77860.91129,3.343258931,8.60692E+11,16.91962039,334017321,19.9277753,83.084
Uruguay,URY,2022,8.94532204,1850.807373,4.486227031,20818.61461,1.825308537,1297897837,15.61340559,3390913,29.68886963,95.688
Uzbekistan,UZB,2022,7.36325455,169.4321289,6.001342322,2578.666894,.,.,5.544956832,34938955,21.09287906,50.466
Vanuatu,VUT,2022,4.14742947,135.4297943,5.186228624,3292.341088,.,.,4.14986272,313046,24.05612508,25.816
"Venezuela, RB",VEN,2022,4.55047369,208.5696869,.,.,0.649886789,4627333.502,8.982038486,28213017,.,88.378
Viet Nam,VNM,2022,4.58891582,188.8974915,8.537500468,4147.697772,.,.,8.230047746,99680655,.,38.766
Virgin Islands (U.S.),VIR,2022,.,.,-1.311232063,44320.90919,.,.,21.8115297,105413,.,96.136
West Bank and Gaza,PSE,2022,9.73336029,350.6381226,4.082760273,3799.95527,.,.,3.702799292,5043612,.,77.291
"Yemen, Rep.",YEM,2022,6.18666697,38.11569214,.,.,.,.,2.504076387,38222876,.,39.188
Zambia,ZMB,2022,5.25592279,76.05962372,5.211223604,1447.123101,1.118002857,326078759.6,1.856089172,20152938,.,45.761
Zimbabwe,ZWE,2022,3.62880659,70.66313934,6.139176174,2040.546587,0.780493774,332717337.3,3.608227005,16069056,.,32.395
